date,description,amount,type,true_category
2023-03-20,Salary from Company B,2527.7550056466175,CREDIT,Salary
2023-03-21,Other expense,-51.104600264545255,DEBIT,Other
2023-03-22,Salary from Company A,3194.402750466931,CREDIT,Salary
2023-03-23,Dining expense,-411.14912640470936,DEBIT,Dining
2023-03-24,Other expense,-289.49444879860863,DEBIT,Other
2023-03-25,Investment in Mutual Funds,-339.7924081851494,DEBIT,Investment
2023-03-26,Transportation expense,-315.96724519583876,DEBIT,Transportation
2023-03-27,Shopping expense,-59.30638258575458,DEBIT,Shopping
2023-03-28,Purchase at Whole Foods,-436.6032520754483,DEBIT,Groceries
2023-03-29,Monthly Rent Payment,-165.7947027138705,DEBIT,Rent
2023-03-30,Dining expense,-322.9447773588975,DEBIT,Dining
2023-03-31,Dining expense,-103.49265340004227,DEBIT,Dining
2023-04-01,Other expense,-301.02700916225166,DEBIT,Other
2023-04-02,Transportation expense,-214.64825020889432,DEBIT,Transportation
2023-04-03,Investment in Stocks,-772.019332660123,DEBIT,Investment
2023-04-04,Entertainment expense,-159.79087747092157,DEBIT,Entertainment
2023-04-05,Dining expense,-117.05625995085283,DEBIT,Dining
2023-04-06,Monthly Rent Payment,-415.336907032321,DEBIT,Rent
2023-04-07,Shopping expense,-208.91067060292232,DEBIT,Shopping
2023-04-08,Other expense,-300.2545408792718,DEBIT,Other
2023-04-09,Dining expense,-379.5628902508254,DEBIT,Dining
2023-04-10,Dining expense,-81.70414661430388,DEBIT,Dining
2023-04-11,Entertainment expense,-147.6718612609231,DEBIT,Entertainment
2023-04-12,Transportation expense,-265.91444522953947,DEBIT,Transportation
2023-04-13,Monthly Rent Payment,-62.1640806507754,DEBIT,Rent
2023-04-14,Other expense,-366.3258912174385,DEBIT,Other
2023-04-15,Purchase at Trader Joe,-60.20377062433445,DEBIT,Groceries
2023-04-16,Purchase at Trader Joe,-31.280591994983233,DEBIT,Groceries
2023-04-17,Investment in Bonds,-514.5284038947942,DEBIT,Investment
2023-04-18,Purchase at Trader Joe,-321.67110994575336,DEBIT,Groceries
2023-04-19,Investment in Stocks,-895.4677759389841,DEBIT,Investment
2023-04-20,Return from Stocks,693.3927062934098,CREDIT,Investment
2023-04-21,Other expense,-25.793839516565395,DEBIT,Other
2023-04-22,Other expense,-467.6733807415877,DEBIT,Other
2023-04-23,Salary from Company C,7567.731400534448,CREDIT,Salary
2023-04-24,Transportation expense,-263.5871773725485,DEBIT,Transportation
2023-04-25,Purchase at Walmart,-473.5781574169625,DEBIT,Groceries
2023-04-26,Other expense,-333.00427951373297,DEBIT,Other
2023-04-27,Monthly Rent Payment,-472.27196527745696,DEBIT,Rent
2023-04-28,Entertainment expense,-448.6455993408511,DEBIT,Entertainment
2023-04-29,Return from Mutual Funds,780.6421235318238,CREDIT,Investment
2023-04-30,Purchase at Trader Joe,-110.9456705874434,DEBIT,Groceries
2023-05-01,Utilities expense,-43.3880572261549,DEBIT,Utilities
2023-05-02,Monthly Rent Payment,-280.87073659530915,DEBIT,Rent
2023-05-03,Other expense,-175.69587738866724,DEBIT,Other
2023-05-04,Entertainment expense,-202.16612820763578,DEBIT,Entertainment
2023-05-05,Other expense,-119.33602753407986,DEBIT,Other
2023-05-06,Dining expense,-183.03017395241426,DEBIT,Dining
2023-05-07,Salary from Company B,4625.032528473384,CREDIT,Salary
2023-05-08,Purchase at Trader Joe,-405.6412864664452,DEBIT,Groceries
2023-05-09,Dining expense,-142.19207111759656,DEBIT,Dining
2023-05-10,Purchase at Walmart,-294.99665783584913,DEBIT,Groceries
2023-05-11,Shopping expense,-343.84296313277207,DEBIT,Shopping
2023-05-12,Salary from Company A,2767.3881820456336,CREDIT,Salary
2023-05-13,Purchase at Kroger,-292.70564352744856,DEBIT,Groceries
2023-05-14,Shopping expense,-18.495641336958506,DEBIT,Shopping
2023-05-15,Utilities expense,-184.01722788761884,DEBIT,Utilities
2023-05-16,Other expense,-21.151625043982442,DEBIT,Other
2023-05-17,Entertainment expense,-30.080799369314747,DEBIT,Entertainment
2023-05-18,Dining expense,-412.17055418605287,DEBIT,Dining
2023-05-19,Investment in Stocks,-897.2268324723995,DEBIT,Investment
2023-05-20,Dining expense,-31.03755728006733,DEBIT,Dining
2023-05-21,Shopping expense,-86.52060089695613,DEBIT,Shopping
2023-05-22,Other expense,-273.6042876021468,DEBIT,Other
2023-05-23,Dining expense,-315.38064099982023,DEBIT,Dining
2023-05-24,Purchase at Kroger,-24.80403126385166,DEBIT,Groceries
2023-05-25,Dining expense,-489.18241327137974,DEBIT,Dining
2023-05-26,Purchase at Trader Joe,-230.519102911731,DEBIT,Groceries
2023-05-27,Purchase at Kroger,-248.81172039928697,DEBIT,Groceries
2023-05-28,Investment in Stocks,-890.3997706979814,DEBIT,Investment
2023-05-29,Entertainment expense,-395.5719841026318,DEBIT,Entertainment
2023-05-30,Other expense,-265.7494878814241,DEBIT,Other
2023-05-31,Purchase at Trader Joe,-499.75618764764585,DEBIT,Groceries
2023-06-01,Return from Mutual Funds,647.8198860464065,CREDIT,Investment
2023-06-02,Investment in Bonds,-304.66705235732877,DEBIT,Investment
2023-06-03,Monthly Rent Payment,-294.16562659868475,DEBIT,Rent
2023-06-04,Return from Bonds,355.32900776815046,CREDIT,Investment
2023-06-05,Purchase at Trader Joe,-373.4245698873377,DEBIT,Groceries
2023-06-06,Transportation expense,-365.1564355157421,DEBIT,Transportation
2023-06-07,Purchase at Walmart,-116.35322901384048,DEBIT,Groceries
2023-06-08,Other expense,-296.5323542319411,DEBIT,Other
2023-06-09,Transportation expense,-99.36320760433104,DEBIT,Transportation
2023-06-10,Utilities expense,-76.75012928721705,DEBIT,Utilities
2023-06-11,Monthly Rent Payment,-182.08047485980512,DEBIT,Rent
2023-06-12,Monthly Rent Payment,-233.86290089491322,DEBIT,Rent
2023-06-13,Entertainment expense,-424.81219495466763,DEBIT,Entertainment
2023-06-14,Purchase at Whole Foods,-41.35106904530578,DEBIT,Groceries
2023-06-15,Salary from Company C,6911.555525038556,CREDIT,Salary
2023-06-16,Dining expense,-164.90009670093337,DEBIT,Dining
2023-06-17,Transportation expense,-424.9870751588744,DEBIT,Transportation
2023-06-18,Transportation expense,-181.5784251682463,DEBIT,Transportation
2023-06-19,Investment in Bonds,-252.91418914224712,DEBIT,Investment
2023-06-20,Entertainment expense,-375.31999026522266,DEBIT,Entertainment
2023-06-21,Transportation expense,-57.48598675877316,DEBIT,Transportation
2023-06-22,Shopping expense,-255.2178823552051,DEBIT,Shopping
2023-06-23,Salary from Company C,2999.1748690912455,CREDIT,Salary
2023-06-24,Return from Mutual Funds,797.9658815739144,CREDIT,Investment
2023-06-25,Salary from Company B,3077.6796723538064,CREDIT,Salary
2023-06-26,Purchase at Trader Joe,-437.72238293002596,DEBIT,Groceries
2023-06-27,Other expense,-443.0851855256199,DEBIT,Other
2023-06-28,Entertainment expense,-400.3130748611347,DEBIT,Entertainment
2023-06-29,Other expense,-111.34394154812904,DEBIT,Other
2023-06-30,Dining expense,-397.9834985948594,DEBIT,Dining
2023-07-01,Shopping expense,-268.16868798901345,DEBIT,Shopping
2023-07-02,Transportation expense,-126.29070079963357,DEBIT,Transportation
2023-07-03,Dining expense,-107.12804615921536,DEBIT,Dining
2023-07-04,Investment in Mutual Funds,-430.1089853833433,DEBIT,Investment
2023-07-05,Investment in Bonds,-423.0350975351859,DEBIT,Investment
2023-07-06,Monthly Rent Payment,-57.67176142779715,DEBIT,Rent
2023-07-07,Entertainment expense,-61.07858754895484,DEBIT,Entertainment
2023-07-08,Dining expense,-195.30843423947258,DEBIT,Dining
2023-07-09,Transportation expense,-215.89856422491974,DEBIT,Transportation
2023-07-10,Transportation expense,-448.55868227506994,DEBIT,Transportation
2023-07-11,Monthly Rent Payment,-191.28796282295662,DEBIT,Rent
2023-07-12,Other expense,-26.885051822195475,DEBIT,Other
2023-07-13,Utilities expense,-328.94284904996704,DEBIT,Utilities
2023-07-14,Purchase at Walmart,-169.34499037709082,DEBIT,Groceries
2023-07-15,Shopping expense,-95.60114482861214,DEBIT,Shopping
2023-07-16,Dining expense,-343.4815452202218,DEBIT,Dining
2023-07-17,Transportation expense,-249.57523637577032,DEBIT,Transportation
2023-07-18,Transportation expense,-295.67320945622686,DEBIT,Transportation
2023-07-19,Salary from Company B,7768.550790423519,CREDIT,Salary
2023-07-20,Utilities expense,-192.12479469402643,DEBIT,Utilities
2023-07-21,Purchase at Whole Foods,-423.4956807478068,DEBIT,Groceries
2023-07-22,Monthly Rent Payment,-59.37109365906103,DEBIT,Rent
2023-07-23,Entertainment expense,-14.454346816891068,DEBIT,Entertainment
2023-07-24,Transportation expense,-368.84181822707495,DEBIT,Transportation
2023-07-25,Purchase at Trader Joe,-461.32737394541124,DEBIT,Groceries
2023-07-26,Salary from Company C,4921.83081377215,CREDIT,Salary
2023-07-27,Transportation expense,-13.150905925830568,DEBIT,Transportation
2023-07-28,Monthly Rent Payment,-405.6639448128124,DEBIT,Rent
2023-07-29,Transportation expense,-85.85227481667454,DEBIT,Transportation
2023-07-30,Dining expense,-394.64975878216234,DEBIT,Dining
2023-07-31,Shopping expense,-75.86684163936249,DEBIT,Shopping
2023-08-01,Other expense,-62.75212988677159,DEBIT,Other
2023-08-02,Shopping expense,-242.55997295484144,DEBIT,Shopping
2023-08-03,Entertainment expense,-311.2361631316833,DEBIT,Entertainment
2023-08-04,Transportation expense,-55.95987521087136,DEBIT,Transportation
2023-08-05,Salary from Company B,3429.5326560592252,CREDIT,Salary
2023-08-06,Purchase at Kroger,-145.76400732712997,DEBIT,Groceries
2023-08-07,Salary from Company A,6955.281236484712,CREDIT,Salary
2023-08-08,Investment in Mutual Funds,-713.2063080593085,DEBIT,Investment
2023-08-09,Entertainment expense,-107.40490501024395,DEBIT,Entertainment
2023-08-10,Shopping expense,-42.94804527725527,DEBIT,Shopping
2023-08-11,Transportation expense,-67.81659943699404,DEBIT,Transportation
2023-08-12,Salary from Company B,7937.978142937275,CREDIT,Salary
2023-08-13,Transportation expense,-115.96533263877694,DEBIT,Transportation
2023-08-14,Transportation expense,-98.74336028471066,DEBIT,Transportation
2023-08-15,Dining expense,-137.26945449986937,DEBIT,Dining
2023-08-16,Utilities expense,-219.8287660103334,DEBIT,Utilities
2023-08-17,Monthly Rent Payment,-479.0178517662575,DEBIT,Rent
2023-08-18,Salary from Company B,7269.201448584544,CREDIT,Salary
2023-08-19,Transportation expense,-189.56429787284364,DEBIT,Transportation
2023-08-20,Monthly Rent Payment,-411.90567728551656,DEBIT,Rent
2023-08-21,Investment in Bonds,-642.6322483565966,DEBIT,Investment
2023-08-22,Entertainment expense,-231.50231721873755,DEBIT,Entertainment
2023-08-23,Purchase at Trader Joe,-71.57242654953352,DEBIT,Groceries
2023-08-24,Dining expense,-156.60796024538436,DEBIT,Dining
2023-08-25,Entertainment expense,-312.0140755215413,DEBIT,Entertainment
2023-08-26,Entertainment expense,-245.25791326621442,DEBIT,Entertainment
2023-08-27,Dining expense,-194.7541188689767,DEBIT,Dining
2023-08-28,Entertainment expense,-488.62150893002917,DEBIT,Entertainment
2023-08-29,Purchase at Walmart,-230.6287127409874,DEBIT,Groceries
2023-08-30,Entertainment expense,-207.49830468657765,DEBIT,Entertainment
2023-08-31,Salary from Company B,4843.205275138846,CREDIT,Salary
2023-09-01,Entertainment expense,-152.2720696778011,DEBIT,Entertainment
2023-09-02,Entertainment expense,-379.70514350581385,DEBIT,Entertainment
2023-09-03,Transportation expense,-309.3506211149189,DEBIT,Transportation
2023-09-04,Entertainment expense,-465.90646413498877,DEBIT,Entertainment
2023-09-05,Monthly Rent Payment,-185.44791708858438,DEBIT,Rent
2023-09-06,Salary from Company A,6184.085349028285,CREDIT,Salary
2023-09-07,Utilities expense,-89.60335915591814,DEBIT,Utilities
2023-09-08,Purchase at Kroger,-77.60536331498528,DEBIT,Groceries
2023-09-09,Utilities expense,-295.5069102730016,DEBIT,Utilities
2023-09-10,Salary from Company B,3635.453721320393,CREDIT,Salary
2023-09-11,Shopping expense,-164.91261699523682,DEBIT,Shopping
2023-09-12,Utilities expense,-108.56689239940756,DEBIT,Utilities
2023-09-13,Investment in Stocks,-668.0007730937534,DEBIT,Investment
2023-09-14,Utilities expense,-362.8934967677212,DEBIT,Utilities
2023-09-15,Purchase at Whole Foods,-109.791280919711,DEBIT,Groceries
2023-09-16,Utilities expense,-340.50315893645023,DEBIT,Utilities
2023-09-17,Transportation expense,-464.71634770073456,DEBIT,Transportation
2023-09-18,Other expense,-435.17662070245103,DEBIT,Other
2023-09-19,Monthly Rent Payment,-494.62331757072536,DEBIT,Rent
2023-09-20,Dining expense,-86.02221794893596,DEBIT,Dining
2023-09-21,Monthly Rent Payment,-116.15180246311219,DEBIT,Rent
2023-09-22,Purchase at Kroger,-307.165587724329,DEBIT,Groceries
2023-09-23,Return from Bonds,633.587361871136,CREDIT,Investment
2023-09-24,Salary from Company A,3668.3332031949312,CREDIT,Salary
2023-09-25,Dining expense,-125.35625753158713,DEBIT,Dining
2023-09-26,Investment in Stocks,-633.9002350566425,DEBIT,Investment
2023-09-27,Dining expense,-339.27165835936086,DEBIT,Dining
2023-09-28,Salary from Company C,7794.356974847391,CREDIT,Salary
2023-09-29,Shopping expense,-268.32549053079595,DEBIT,Shopping
2023-09-30,Shopping expense,-493.09043052832,DEBIT,Shopping
2023-10-01,Purchase at Walmart,-160.57992894102478,DEBIT,Groceries
2023-10-02,Entertainment expense,-316.68705284115254,DEBIT,Entertainment
2023-10-03,Transportation expense,-247.8530569502624,DEBIT,Transportation
2023-10-04,Transportation expense,-240.99166980685376,DEBIT,Transportation
2023-10-05,Dining expense,-90.27856843614282,DEBIT,Dining
2023-10-06,Transportation expense,-390.5165866093483,DEBIT,Transportation
2023-10-07,Salary from Company B,6476.332363036449,CREDIT,Salary
2023-10-08,Transportation expense,-161.64546375482283,DEBIT,Transportation
2023-10-09,Entertainment expense,-316.84319788752447,DEBIT,Entertainment
2023-10-10,Utilities expense,-74.02340918052488,DEBIT,Utilities
2023-10-11,Other expense,-435.60039616701965,DEBIT,Other
2023-10-12,Dining expense,-346.302703191428,DEBIT,Dining
2023-10-13,Purchase at Walmart,-255.60187418366328,DEBIT,Groceries
2023-10-14,Other expense,-205.2266055980188,DEBIT,Other
2023-10-15,Purchase at Walmart,-213.9215039763553,DEBIT,Groceries
2023-10-16,Shopping expense,-126.85259682944297,DEBIT,Shopping
2023-10-17,Return from Mutual Funds,590.2922631810789,CREDIT,Investment
2023-10-18,Shopping expense,-334.8233838970218,DEBIT,Shopping
2023-10-19,Dining expense,-95.53537469499638,DEBIT,Dining
2023-10-20,Utilities expense,-15.61354329503771,DEBIT,Utilities
2023-10-21,Utilities expense,-377.17276784323025,DEBIT,Utilities
2023-10-22,Transportation expense,-351.1069838048781,DEBIT,Transportation
2023-10-23,Investment in Bonds,-363.27092695576874,DEBIT,Investment
2023-10-24,Shopping expense,-276.2043421594734,DEBIT,Shopping
2023-10-25,Monthly Rent Payment,-433.3742660254985,DEBIT,Rent
2023-10-26,Entertainment expense,-184.10692585589555,DEBIT,Entertainment
2023-10-27,Dining expense,-320.4824694076867,DEBIT,Dining
2023-10-28,Entertainment expense,-150.3972024581524,DEBIT,Entertainment
2023-10-29,Other expense,-163.78495686050397,DEBIT,Other
2023-10-30,Transportation expense,-420.24680523975024,DEBIT,Transportation
2023-10-31,Shopping expense,-472.90835208766174,DEBIT,Shopping
2023-11-01,Utilities expense,-484.91469872881004,DEBIT,Utilities
2023-11-02,Shopping expense,-41.3338305289999,DEBIT,Shopping
2023-11-03,Other expense,-36.483650750723584,DEBIT,Other
2023-11-04,Investment in Stocks,-416.44590541486275,DEBIT,Investment
2023-11-05,Shopping expense,-126.76187058861363,DEBIT,Shopping
2023-11-06,Other expense,-89.47614931445874,DEBIT,Other
2023-11-07,Other expense,-281.00042011089164,DEBIT,Other
2023-11-08,Purchase at Walmart,-298.6423456332316,DEBIT,Groceries
2023-11-09,Dining expense,-239.67410997213722,DEBIT,Dining
2023-11-10,Monthly Rent Payment,-395.62441213831437,DEBIT,Rent
2023-11-11,Monthly Rent Payment,-122.01851047720027,DEBIT,Rent
2023-11-12,Shopping expense,-154.9285592705363,DEBIT,Shopping
2023-11-13,Salary from Company C,6476.966708651606,CREDIT,Salary
2023-11-14,Other expense,-302.43973902225554,DEBIT,Other
2023-11-15,Shopping expense,-497.4366926254249,DEBIT,Shopping
2023-11-16,Utilities expense,-282.4582796500542,DEBIT,Utilities
2023-11-17,Entertainment expense,-255.87939651171305,DEBIT,Entertainment
2023-11-18,Dining expense,-324.69483662583434,DEBIT,Dining
2023-11-19,Utilities expense,-341.86412430720037,DEBIT,Utilities
2023-11-20,Investment in Mutual Funds,-168.81965930897982,DEBIT,Investment
2023-11-21,Investment in Mutual Funds,-730.1003275109794,DEBIT,Investment
2023-11-22,Entertainment expense,-131.30095482714785,DEBIT,Entertainment
2023-11-23,Monthly Rent Payment,-439.0336468725515,DEBIT,Rent
2023-11-24,Entertainment expense,-303.46993630418433,DEBIT,Entertainment
2023-11-25,Utilities expense,-45.38939639644601,DEBIT,Utilities
2023-11-26,Purchase at Whole Foods,-287.2476358235792,DEBIT,Groceries
2023-11-27,Entertainment expense,-32.858632062590374,DEBIT,Entertainment
2023-11-28,Purchase at Walmart,-379.0125783951409,DEBIT,Groceries
2023-11-29,Dining expense,-257.1217300672074,DEBIT,Dining
2023-11-30,Utilities expense,-497.10431420616925,DEBIT,Utilities
2023-12-01,Purchase at Kroger,-268.2735074744931,DEBIT,Groceries
2023-12-02,Other expense,-376.7808625634085,DEBIT,Other
2023-12-03,Salary from Company C,5390.731266314252,CREDIT,Salary
2023-12-04,Investment in Mutual Funds,-848.5017205931183,DEBIT,Investment
2023-12-05,Monthly Rent Payment,-398.79859432527627,DEBIT,Rent
2023-12-06,Purchase at Kroger,-42.14656910223567,DEBIT,Groceries
2023-12-07,Transportation expense,-390.4782924740749,DEBIT,Transportation
2023-12-08,Other expense,-233.2821443906383,DEBIT,Other
2023-12-09,Salary from Company A,3062.0350492832595,CREDIT,Salary
2023-12-10,Investment in Bonds,-678.246133916955,DEBIT,Investment
2023-12-11,Purchase at Whole Foods,-499.4610013168063,DEBIT,Groceries
2023-12-12,Monthly Rent Payment,-118.77713735314686,DEBIT,Rent
2023-12-13,Shopping expense,-428.2803284851536,DEBIT,Shopping
2023-12-14,Other expense,-99.38529652848223,DEBIT,Other
2023-12-15,Salary from Company A,6520.393083422818,CREDIT,Salary
2023-12-16,Purchase at Trader Joe,-418.18479363140693,DEBIT,Groceries
2023-12-17,Salary from Company B,3091.480836614123,CREDIT,Salary
2023-12-18,Dining expense,-286.2877719594901,DEBIT,Dining
2023-12-19,Dining expense,-306.55504091767824,DEBIT,Dining
2023-12-20,Purchase at Trader Joe,-290.87219535981626,DEBIT,Groceries
2023-12-21,Monthly Rent Payment,-231.59108416852763,DEBIT,Rent
2023-12-22,Shopping expense,-239.28882712047525,DEBIT,Shopping
2023-12-23,Shopping expense,-156.8989154309043,DEBIT,Shopping
2023-12-24,Purchase at Walmart,-137.62169914763479,DEBIT,Groceries
2023-12-25,Entertainment expense,-188.70857412075134,DEBIT,Entertainment
2023-12-26,Other expense,-111.66367384195821,DEBIT,Other
2023-12-27,Purchase at Kroger,-239.6975822372963,DEBIT,Groceries
2023-12-28,Investment in Stocks,-926.0578401952621,DEBIT,Investment
2023-12-29,Entertainment expense,-359.3241682534178,DEBIT,Entertainment
2023-12-30,Other expense,-151.6746054909688,DEBIT,Other
2023-12-31,Entertainment expense,-451.2011335088396,DEBIT,Entertainment
2023-01-01,Other expense,-50.691440034674144,DEBIT,Other
2023-01-02,Other expense,-428.74175266462004,DEBIT,Other
2023-01-03,Transportation expense,-438.8260072068852,DEBIT,Transportation
2023-01-04,Utilities expense,-348.1661514432752,DEBIT,Utilities
2023-01-05,Shopping expense,-56.24635386993286,DEBIT,Shopping
2023-01-06,Transportation expense,-144.4966827652757,DEBIT,Transportation
2023-01-07,Purchase at Trader Joe,-274.76294948259806,DEBIT,Groceries
2023-01-08,Purchase at Whole Foods,-150.97333344395614,DEBIT,Groceries
2023-01-09,Purchase at Walmart,-392.90929157575175,DEBIT,Groceries
2023-01-10,Investment in Bonds,-174.52881207119532,DEBIT,Investment
2023-01-11,Shopping expense,-213.210149430961,DEBIT,Shopping
2023-01-12,Purchase at Whole Foods,-169.87783386757127,DEBIT,Groceries
2023-01-13,Shopping expense,-382.1521046149262,DEBIT,Shopping
2023-01-14,Utilities expense,-174.45704188316284,DEBIT,Utilities
2023-01-15,Purchase at Whole Foods,-201.64893409084317,DEBIT,Groceries
2023-01-16,Monthly Rent Payment,-265.0209487745001,DEBIT,Rent
2023-01-17,Monthly Rent Payment,-453.06147757734743,DEBIT,Rent
2023-01-18,Purchase at Whole Foods,-488.1444677203551,DEBIT,Groceries
2023-01-19,Monthly Rent Payment,-101.43343228485662,DEBIT,Rent
2023-01-20,Shopping expense,-20.900351152613467,DEBIT,Shopping
2023-01-21,Purchase at Walmart,-290.29470877074215,DEBIT,Groceries
2023-01-22,Investment in Bonds,-499.2080065314135,DEBIT,Investment
2023-01-23,Purchase at Whole Foods,-420.39324552449705,DEBIT,Groceries
2023-01-24,Dining expense,-91.82445571932108,DEBIT,Dining
2023-01-25,Dining expense,-75.73929929957383,DEBIT,Dining
2023-01-26,Monthly Rent Payment,-399.14788128785443,DEBIT,Rent
2023-01-27,Utilities expense,-20.232910895644476,DEBIT,Utilities
2023-01-28,Return from Bonds,199.35420483186917,CREDIT,Investment
2023-01-29,Transportation expense,-269.2017402909811,DEBIT,Transportation
2023-01-30,Entertainment expense,-127.89923140716054,DEBIT,Entertainment
2023-01-31,Monthly Rent Payment,-219.22524137115585,DEBIT,Rent
2023-02-01,Other expense,-270.27609795489184,DEBIT,Other
2023-02-02,Salary from Company C,2798.926644579688,CREDIT,Salary
2023-02-03,Utilities expense,-412.6874715279514,DEBIT,Utilities
2023-02-04,Monthly Rent Payment,-416.9312470618511,DEBIT,Rent
2023-02-05,Purchase at Whole Foods,-133.07922997049621,DEBIT,Groceries
2023-02-06,Monthly Rent Payment,-288.54200724731515,DEBIT,Rent
2023-02-07,Entertainment expense,-53.83891697006126,DEBIT,Entertainment
2023-02-08,Investment in Bonds,-622.8483621212442,DEBIT,Investment
2023-02-09,Other expense,-139.845859507873,DEBIT,Other
2023-02-10,Shopping expense,-487.52470070640084,DEBIT,Shopping
2023-02-11,Entertainment expense,-200.5810958905361,DEBIT,Entertainment
2023-02-12,Other expense,-336.7794228836691,DEBIT,Other
2023-02-13,Investment in Bonds,-441.3368416043605,DEBIT,Investment
2023-02-14,Shopping expense,-133.8755275517875,DEBIT,Shopping
2023-02-15,Monthly Rent Payment,-496.6727332083628,DEBIT,Rent
2023-02-16,Transportation expense,-20.678953433893884,DEBIT,Transportation
2023-02-17,Purchase at Walmart,-259.1969049604042,DEBIT,Groceries
2023-02-18,Shopping expense,-438.74977872297154,DEBIT,Shopping
2023-02-19,Entertainment expense,-401.79971374508466,DEBIT,Entertainment
2023-02-20,Return from Mutual Funds,266.20280542528377,CREDIT,Investment
2023-02-21,Salary from Company B,6369.08962002897,CREDIT,Salary
2023-02-22,Other expense,-197.20579217276637,DEBIT,Other
2023-02-23,Utilities expense,-389.6556792824659,DEBIT,Utilities
2023-02-24,Entertainment expense,-17.38248699202579,DEBIT,Entertainment
2023-02-25,Dining expense,-390.9831596629411,DEBIT,Dining
2023-02-26,Other expense,-34.34387961414416,DEBIT,Other
2023-02-27,Investment in Stocks,-202.89596006697104,DEBIT,Investment
2023-02-28,Dining expense,-368.131681214048,DEBIT,Dining
2023-03-01,Dining expense,-354.8170662463136,DEBIT,Dining
2023-03-02,Entertainment expense,-294.046236397654,DEBIT,Entertainment
2023-03-03,Investment in Stocks,-626.0128337421396,DEBIT,Investment
2023-03-04,Shopping expense,-76.74153994140902,DEBIT,Shopping
2023-03-05,Entertainment expense,-385.7629828648716,DEBIT,Entertainment
2023-03-06,Transportation expense,-147.8676971018705,DEBIT,Transportation
2023-03-07,Transportation expense,-14.647518131101378,DEBIT,Transportation
2023-03-08,Monthly Rent Payment,-375.1940518410595,DEBIT,Rent
2023-03-09,Investment in Bonds,-493.81148507168973,DEBIT,Investment
2023-03-10,Entertainment expense,-369.84025045478415,DEBIT,Entertainment
2023-03-11,Transportation expense,-338.6442844094164,DEBIT,Transportation
2023-03-12,Investment in Stocks,-946.7746150868816,DEBIT,Investment
2023-03-13,Other expense,-385.4789023593562,DEBIT,Other
2023-03-14,Salary from Company C,3157.265273601277,CREDIT,Salary
2023-03-15,Investment in Stocks,-194.96170135526438,DEBIT,Investment
2023-03-16,Utilities expense,-298.2371962709464,DEBIT,Utilities
2023-03-17,Investment in Mutual Funds,-884.8564483077271,DEBIT,Investment
2023-03-18,Utilities expense,-358.04785309750844,DEBIT,Utilities
2023-03-19,Purchase at Trader Joe,-244.6987695819766,DEBIT,Groceries
2023-03-20,Dining expense,-371.52996451924037,DEBIT,Dining
2023-03-21,Dining expense,-475.7862374126619,DEBIT,Dining
2023-03-22,Investment in Stocks,-227.8086060127202,DEBIT,Investment
2023-03-23,Salary from Company C,3910.2709865276734,CREDIT,Salary
2023-03-24,Utilities expense,-103.13156239401991,DEBIT,Utilities
2023-03-25,Shopping expense,-277.2079587529531,DEBIT,Shopping
2023-03-26,Other expense,-393.6009404297983,DEBIT,Other
2023-03-27,Utilities expense,-173.71736844092533,DEBIT,Utilities
2023-03-28,Utilities expense,-384.9798948594281,DEBIT,Utilities
2023-03-29,Purchase at Walmart,-371.6468062620211,DEBIT,Groceries
2023-03-30,Entertainment expense,-104.57593741064518,DEBIT,Entertainment
2023-03-31,Monthly Rent Payment,-335.4338157089661,DEBIT,Rent
2023-04-01,Dining expense,-430.6887324149147,DEBIT,Dining
2023-04-02,Utilities expense,-392.840548181681,DEBIT,Utilities
2023-04-03,Entertainment expense,-478.6034535602268,DEBIT,Entertainment
2023-04-04,Dining expense,-142.08010399682783,DEBIT,Dining
2023-04-05,Purchase at Whole Foods,-366.80019625427593,DEBIT,Groceries
2023-04-06,Dining expense,-296.9763173707798,DEBIT,Dining
2023-04-07,Investment in Stocks,-915.6341332706668,DEBIT,Investment
2023-04-08,Transportation expense,-88.95895661818426,DEBIT,Transportation
2023-04-09,Shopping expense,-105.23142803546313,DEBIT,Shopping
2023-04-10,Entertainment expense,-446.2182413286673,DEBIT,Entertainment
2023-04-11,Dining expense,-32.23014070490894,DEBIT,Dining
2023-04-12,Other expense,-101.13402482846128,DEBIT,Other
2023-04-13,Entertainment expense,-189.4665924495171,DEBIT,Entertainment
2023-04-14,Dining expense,-208.4919311712438,DEBIT,Dining
2023-04-15,Monthly Rent Payment,-497.58299980578676,DEBIT,Rent
2023-04-16,Purchase at Walmart,-70.65643682675685,DEBIT,Groceries
2023-04-17,Monthly Rent Payment,-74.47495547787153,DEBIT,Rent
2023-04-18,Entertainment expense,-279.46140444483507,DEBIT,Entertainment
2023-04-19,Other expense,-395.1939158500385,DEBIT,Other
2023-04-20,Investment in Mutual Funds,-950.5688249560548,DEBIT,Investment
2023-04-21,Utilities expense,-349.97955493586954,DEBIT,Utilities
2023-04-22,Monthly Rent Payment,-61.26534013666011,DEBIT,Rent
2023-04-23,Shopping expense,-257.31358740549126,DEBIT,Shopping
2023-04-24,Entertainment expense,-243.17429385826756,DEBIT,Entertainment
2023-04-25,Investment in Mutual Funds,-187.49690059707757,DEBIT,Investment
2023-04-26,Entertainment expense,-274.93936536835696,DEBIT,Entertainment
2023-04-27,Entertainment expense,-93.52393191441185,DEBIT,Entertainment
2023-04-28,Purchase at Walmart,-226.1387840425544,DEBIT,Groceries
