date,description,amount,type,true_category,month,day_of_week,is_weekend,amount_category
2023-03-05,entertainment expense,-99.96281237710048,DEBIT,Entertainment,3,6,1,medium
2023-03-06,other expense,-332.141292880315,DEBIT,Other,3,0,0,large
2023-03-07,investment in stocks,-143.5758338435698,DEBIT,Investment,3,1,0,medium
2023-03-08,shopping expense,-234.0812010059533,DEBIT,Shopping,3,2,0,large
2023-03-09,shopping expense,-328.29768772339975,DEBIT,Shopping,3,3,0,large
2023-03-10,entertainment expense,-52.37648394648171,DEBIT,Entertainment,3,4,0,medium
2023-03-11,shopping expense,-120.13786764301412,DEBIT,Shopping,3,5,1,medium
2023-03-12,other expense,-83.64230027901417,DEBIT,Other,3,6,1,medium
2023-03-13,monthly rent payment,-73.17853158339614,DEBIT,Rent,3,0,0,medium
2023-03-14,monthly rent payment,-192.33290605057036,DEBIT,Rent,3,1,0,medium
2023-03-15,investment in mutual funds,-139.26620255869227,DEBIT,Investment,3,2,0,medium
2023-03-16,entertainment expense,-413.98850710008224,DEBIT,Entertainment,3,3,0,large
2023-03-17,return from mutual funds,197.97071273050645,CREDIT,Investment,3,4,0,medium
2023-03-18,salary from company b,4254.933611672991,CREDIT,Salary,3,5,1,very_large
2023-03-19,purchase at trader joe,-158.89372285306615,DEBIT,Groceries,3,6,1,medium
2023-03-20,shopping expense,-23.536541130924817,DEBIT,Shopping,3,0,0,small
2023-03-21,entertainment expense,-51.45487153788895,DEBIT,Entertainment,3,1,0,medium
2023-03-22,utilities expense,-371.4025075942775,DEBIT,Utilities,3,2,0,large
2023-03-23,shopping expense,-202.1879769503563,DEBIT,Shopping,3,3,0,large
2023-03-24,entertainment expense,-411.66533601588156,DEBIT,Entertainment,3,4,0,large
2023-03-25,return from stocks,395.52880391853466,CREDIT,Investment,3,5,1,large
2023-03-26,salary from company a,3452.7913609334605,CREDIT,Salary,3,6,1,very_large
2023-03-27,entertainment expense,-391.059579199957,DEBIT,Entertainment,3,0,0,large
2023-03-28,salary from company a,7612.354618213396,CREDIT,Salary,3,1,0,very_large
2023-03-29,salary from company b,3411.7677964963723,CREDIT,Salary,3,2,0,very_large
2023-03-30,dining expense,-366.33823580472523,DEBIT,Dining,3,3,0,large
2023-03-31,entertainment expense,-68.6966111349699,DEBIT,Entertainment,3,4,0,medium
2023-04-01,utilities expense,-99.05036954411777,DEBIT,Utilities,4,5,1,medium
2023-04-02,other expense,-293.8973545103942,DEBIT,Other,4,6,1,large
2023-04-03,entertainment expense,-255.5037399177295,DEBIT,Entertainment,4,0,0,large
2023-04-04,transportation expense,-240.8493579379621,DEBIT,Transportation,4,1,0,large
2023-04-05,transportation expense,-469.7731025466857,DEBIT,Transportation,4,2,0,large
2023-04-06,monthly rent payment,-477.13647565705776,DEBIT,Rent,4,3,0,large
2023-04-07,shopping expense,-314.7062741186207,DEBIT,Shopping,4,4,0,large
2023-04-08,other expense,-82.13152317608042,DEBIT,Other,4,5,1,medium
2023-04-09,transportation expense,-444.31685237100265,DEBIT,Transportation,4,6,1,large
2023-04-10,entertainment expense,-289.7002275355708,DEBIT,Entertainment,4,0,0,large
2023-04-11,shopping expense,-215.17411125702912,DEBIT,Shopping,4,1,0,large
2023-04-12,dining expense,-388.85070164628337,DEBIT,Dining,4,2,0,large
2023-04-13,transportation expense,-425.54118682858746,DEBIT,Transportation,4,3,0,large
2023-04-14,dining expense,-165.6887827316355,DEBIT,Dining,4,4,0,medium
2023-04-15,transportation expense,-496.8442572645062,DEBIT,Transportation,4,5,1,large
2023-04-16,purchase at trader joe,-339.69078435227004,DEBIT,Groceries,4,6,1,large
2023-04-17,entertainment expense,-427.80453025592914,DEBIT,Entertainment,4,0,0,large
2023-04-18,utilities expense,-181.4745213419955,DEBIT,Utilities,4,1,0,medium
2023-04-19,transportation expense,-39.98226566772702,DEBIT,Transportation,4,2,0,small
2023-04-20,shopping expense,-83.1256632329609,DEBIT,Shopping,4,3,0,medium
2023-04-21,entertainment expense,-250.92362232755568,DEBIT,Entertainment,4,4,0,large
2023-04-22,investment in mutual funds,-870.1254981997795,DEBIT,Investment,4,5,1,large
2023-04-23,purchase at trader joe,-254.7460013870646,DEBIT,Groceries,4,6,1,large
2023-04-24,purchase at kroger,-445.1716326177153,DEBIT,Groceries,4,0,0,large
2023-04-25,transportation expense,-396.3599469875581,DEBIT,Transportation,4,1,0,large
2023-04-26,other expense,-102.1166096836797,DEBIT,Other,4,2,0,medium
2023-04-27,salary from company b,2662.882118498415,CREDIT,Salary,4,3,0,very_large
2023-04-28,salary from company c,3100.5990244441928,CREDIT,Salary,4,4,0,very_large
2023-04-29,other expense,-436.1093263823969,DEBIT,Other,4,5,1,large
2023-04-30,salary from company a,6676.914108777702,CREDIT,Salary,4,6,1,very_large
2023-05-01,monthly rent payment,-84.37644906004313,DEBIT,Rent,5,0,0,medium
2023-05-02,utilities expense,-403.68521638477597,DEBIT,Utilities,5,1,0,large
2023-05-03,salary from company a,7032.133574589265,CREDIT,Salary,5,2,0,very_large
2023-05-04,transportation expense,-272.6575362203913,DEBIT,Transportation,5,3,0,large
2023-05-05,entertainment expense,-448.48744347676626,DEBIT,Entertainment,5,4,0,large
2023-05-06,entertainment expense,-369.59975373750024,DEBIT,Entertainment,5,5,1,large
2023-05-07,transportation expense,-274.7828715988365,DEBIT,Transportation,5,6,1,large
2023-05-08,transportation expense,-371.1811599484265,DEBIT,Transportation,5,0,0,large
2023-05-09,monthly rent payment,-46.62482392717034,DEBIT,Rent,5,1,0,small
2023-05-10,other expense,-53.52808129381739,DEBIT,Other,5,2,0,medium
2023-05-11,utilities expense,-163.36656442082645,DEBIT,Utilities,5,3,0,medium
2023-05-12,utilities expense,-474.21264879809655,DEBIT,Utilities,5,4,0,large
2023-05-13,monthly rent payment,-227.6585246858589,DEBIT,Rent,5,5,1,large
2023-05-14,entertainment expense,-197.80078602799458,DEBIT,Entertainment,5,6,1,medium
2023-05-15,dining expense,-209.7458012248344,DEBIT,Dining,5,0,0,large
2023-05-16,other expense,-20.191471614147616,DEBIT,Other,5,1,0,small
2023-05-17,dining expense,-499.9149184507724,DEBIT,Dining,5,2,0,large
2023-05-18,transportation expense,-425.3352142644732,DEBIT,Transportation,5,3,0,large
2023-05-19,dining expense,-378.12831963285925,DEBIT,Dining,5,4,0,large
2023-05-20,utilities expense,-225.45736086784697,DEBIT,Utilities,5,5,1,large
2023-05-21,entertainment expense,-384.9742833107167,DEBIT,Entertainment,5,6,1,large
2023-05-22,monthly rent payment,-68.73150045995735,DEBIT,Rent,5,0,0,medium
2023-05-23,return from bonds,284.56108187099983,CREDIT,Investment,5,1,0,large
2023-05-24,salary from company c,3583.97712179917,CREDIT,Salary,5,2,0,very_large
2023-05-25,purchase at kroger,-460.47763351201513,DEBIT,Groceries,5,3,0,large
2023-05-26,entertainment expense,-381.3599248046183,DEBIT,Entertainment,5,4,0,large
2023-05-27,transportation expense,-487.91076448172015,DEBIT,Transportation,5,5,1,large
2023-05-28,purchase at whole foods,-349.6545895320648,DEBIT,Groceries,5,6,1,large
2023-05-29,shopping expense,-346.11771380020883,DEBIT,Shopping,5,0,0,large
2023-05-30,shopping expense,-98.14467707282273,DEBIT,Shopping,5,1,0,medium
2023-05-31,shopping expense,-172.1989973129398,DEBIT,Shopping,5,2,0,medium
2023-06-01,monthly rent payment,-391.58347421657766,DEBIT,Rent,6,3,0,large
2023-06-02,return from bonds,483.8398351763698,CREDIT,Investment,6,4,0,large
2023-06-03,other expense,-434.4678481172424,DEBIT,Other,6,5,1,large
2023-06-04,investment in bonds,-788.3554210828955,DEBIT,Investment,6,6,1,large
2023-06-05,purchase at kroger,-341.3942914874655,DEBIT,Groceries,6,0,0,large
2023-06-06,entertainment expense,-237.96207002645878,DEBIT,Entertainment,6,1,0,large
2023-06-07,transportation expense,-408.7941036138849,DEBIT,Transportation,6,2,0,large
2023-06-08,other expense,-292.01571327333943,DEBIT,Other,6,3,0,large
2023-06-09,monthly rent payment,-157.4511032562619,DEBIT,Rent,6,4,0,medium
2023-06-10,other expense,-62.691509857343654,DEBIT,Other,6,5,1,medium
2023-06-11,dining expense,-401.78311707376287,DEBIT,Dining,6,6,1,large
2023-06-12,utilities expense,-266.6086126602488,DEBIT,Utilities,6,0,0,large
2023-06-13,other expense,-60.211375363354136,DEBIT,Other,6,1,0,medium
2023-06-14,dining expense,-278.86390263740304,DEBIT,Dining,6,2,0,large
2023-06-15,monthly rent payment,-13.29484669179371,DEBIT,Rent,6,3,0,small
2023-06-16,return from stocks,704.1675678879602,CREDIT,Investment,6,4,0,large
2023-06-17,monthly rent payment,-287.04972258433287,DEBIT,Rent,6,5,1,large
2023-06-18,purchase at trader joe,-189.78064972107927,DEBIT,Groceries,6,6,1,medium
2023-06-19,transportation expense,-386.43236131242526,DEBIT,Transportation,6,0,0,large
2023-06-20,other expense,-497.24486702370655,DEBIT,Other,6,1,0,large
2023-06-21,entertainment expense,-187.1465738914734,DEBIT,Entertainment,6,2,0,medium
2023-06-22,other expense,-117.758492678877,DEBIT,Other,6,3,0,medium
2023-06-23,monthly rent payment,-401.5577301582008,DEBIT,Rent,6,4,0,large
2023-06-24,other expense,-306.5486302136897,DEBIT,Other,6,5,1,large
2023-06-25,monthly rent payment,-449.0176325163392,DEBIT,Rent,6,6,1,large
2023-06-26,monthly rent payment,-271.09347225195125,DEBIT,Rent,6,0,0,large
2023-06-27,monthly rent payment,-316.6168316178313,DEBIT,Rent,6,1,0,large
2023-06-28,purchase at trader joe,-120.2525673389968,DEBIT,Groceries,6,2,0,medium
2023-06-29,investment in stocks,-830.6759829913444,DEBIT,Investment,6,3,0,large
2023-06-30,purchase at walmart,-13.087358602823377,DEBIT,Groceries,6,4,0,small
2023-07-01,dining expense,-163.59103276915732,DEBIT,Dining,7,5,1,medium
2023-07-02,return from bonds,718.8771806107547,CREDIT,Investment,7,6,1,large
2023-07-03,salary from company a,2722.6003839698933,CREDIT,Salary,7,0,0,very_large
2023-07-04,transportation expense,-20.69836666256218,DEBIT,Transportation,7,1,0,small
2023-07-05,purchase at kroger,-260.1206203558177,DEBIT,Groceries,7,2,0,large
2023-07-06,transportation expense,-197.69812892369873,DEBIT,Transportation,7,3,0,medium
2023-07-07,shopping expense,-403.68662376684085,DEBIT,Shopping,7,4,0,large
2023-07-08,investment in stocks,-922.0414215297228,DEBIT,Investment,7,5,1,large
2023-07-09,salary from company c,4727.176182751929,CREDIT,Salary,7,6,1,very_large
2023-07-10,dining expense,-93.00575203277505,DEBIT,Dining,7,0,0,medium
2023-07-11,entertainment expense,-424.91677442134494,DEBIT,Entertainment,7,1,0,large
2023-07-12,entertainment expense,-219.56315488259702,DEBIT,Entertainment,7,2,0,large
2023-07-13,entertainment expense,-377.8478565677311,DEBIT,Entertainment,7,3,0,large
2023-07-14,investment in stocks,-452.7218647078625,DEBIT,Investment,7,4,0,large
2023-07-15,monthly rent payment,-77.77498133194398,DEBIT,Rent,7,5,1,medium
2023-07-16,monthly rent payment,-273.60899905304245,DEBIT,Rent,7,6,1,large
2023-07-17,dining expense,-334.24437447852085,DEBIT,Dining,7,0,0,large
2023-07-18,entertainment expense,-196.346455587564,DEBIT,Entertainment,7,1,0,medium
2023-07-19,dining expense,-171.23619336838044,DEBIT,Dining,7,2,0,medium
2023-07-20,monthly rent payment,-137.61056109492742,DEBIT,Rent,7,3,0,medium
2023-07-21,salary from company a,4613.926158797836,CREDIT,Salary,7,4,0,very_large
2023-07-22,utilities expense,-433.5621366572943,DEBIT,Utilities,7,5,1,large
2023-07-23,return from stocks,115.80586896596552,CREDIT,Investment,7,6,1,medium
2023-07-24,shopping expense,-402.4314346527039,DEBIT,Shopping,7,0,0,large
2023-07-25,salary from company b,3706.303370896863,CREDIT,Salary,7,1,0,very_large
2023-07-26,shopping expense,-148.27408312475086,DEBIT,Shopping,7,2,0,medium
2023-07-27,monthly rent payment,-139.21119916857532,DEBIT,Rent,7,3,0,medium
2023-07-28,other expense,-67.27741268214646,DEBIT,Other,7,4,0,medium
2023-07-29,entertainment expense,-43.24557548435393,DEBIT,Entertainment,7,5,1,small
2023-07-30,entertainment expense,-189.77855175777407,DEBIT,Entertainment,7,6,1,medium
2023-07-31,return from stocks,920.2575285208403,CREDIT,Investment,7,0,0,large
2023-08-01,utilities expense,-33.38257544684282,DEBIT,Utilities,8,1,0,small
2023-08-02,dining expense,-133.14860661063548,DEBIT,Dining,8,2,0,medium
2023-08-03,dining expense,-248.6690957173292,DEBIT,Dining,8,3,0,large
2023-08-04,shopping expense,-409.7253856501017,DEBIT,Shopping,8,4,0,large
2023-08-05,dining expense,-425.25499066961777,DEBIT,Dining,8,5,1,large
2023-08-06,other expense,-169.4902161942998,DEBIT,Other,8,6,1,medium
2023-08-07,investment in mutual funds,-287.23834151750873,DEBIT,Investment,8,0,0,large
2023-08-08,salary from company a,4742.932943609556,CREDIT,Salary,8,1,0,very_large
2023-08-09,utilities expense,-319.60969659232416,DEBIT,Utilities,8,2,0,large
2023-08-10,monthly rent payment,-490.4483510351694,DEBIT,Rent,8,3,0,large
2023-08-11,dining expense,-301.58623451817107,DEBIT,Dining,8,4,0,large
2023-08-12,other expense,-117.67632059328001,DEBIT,Other,8,5,1,medium
2023-08-13,monthly rent payment,-338.0669910735985,DEBIT,Rent,8,6,1,large
2023-08-14,transportation expense,-157.95557416026728,DEBIT,Transportation,8,0,0,medium
2023-08-15,salary from company c,3141.872165668061,CREDIT,Salary,8,1,0,very_large
2023-08-16,return from mutual funds,533.1244020773962,CREDIT,Investment,8,2,0,large
2023-08-17,entertainment expense,-240.77724767285702,DEBIT,Entertainment,8,3,0,large
2023-08-18,transportation expense,-379.82941882314594,DEBIT,Transportation,8,4,0,large
2023-08-19,investment in stocks,-867.0713638399991,DEBIT,Investment,8,5,1,large
2023-08-20,entertainment expense,-407.97165182831316,DEBIT,Entertainment,8,6,1,large
2023-08-21,salary from company c,7591.363396638557,CREDIT,Salary,8,0,0,very_large
2023-08-22,transportation expense,-207.4937412756982,DEBIT,Transportation,8,1,0,large
2023-08-23,utilities expense,-106.96380671031824,DEBIT,Utilities,8,2,0,medium
2023-08-24,purchase at trader joe,-279.5121276032582,DEBIT,Groceries,8,3,0,large
2023-08-25,utilities expense,-190.97373762126108,DEBIT,Utilities,8,4,0,medium
2023-08-26,dining expense,-46.52023980348129,DEBIT,Dining,8,5,1,small
2023-08-27,monthly rent payment,-244.51409367947943,DEBIT,Rent,8,6,1,large
2023-08-28,other expense,-465.943506035701,DEBIT,Other,8,0,0,large
2023-08-29,transportation expense,-329.76644734284514,DEBIT,Transportation,8,1,0,large
2023-08-30,other expense,-431.3090236455396,DEBIT,Other,8,2,0,large
2023-08-31,salary from company c,7863.3160934054,CREDIT,Salary,8,3,0,very_large
2023-09-01,monthly rent payment,-378.6357846729644,DEBIT,Rent,9,4,0,large
2023-09-02,investment in stocks,-784.2657398309872,DEBIT,Investment,9,5,1,large
2023-09-03,shopping expense,-351.15615936480424,DEBIT,Shopping,9,6,1,large
2023-09-04,utilities expense,-200.1405152009839,DEBIT,Utilities,9,0,0,large
2023-09-05,shopping expense,-189.4023470335105,DEBIT,Shopping,9,1,0,medium
2023-09-06,transportation expense,-283.37998957627934,DEBIT,Transportation,9,2,0,large
2023-09-07,dining expense,-26.73003187762503,DEBIT,Dining,9,3,0,small
2023-09-08,dining expense,-275.0782767820883,DEBIT,Dining,9,4,0,large
2023-09-09,monthly rent payment,-224.025800305825,DEBIT,Rent,9,5,1,large
2023-09-10,monthly rent payment,-399.62308832841006,DEBIT,Rent,9,6,1,large
2023-09-11,utilities expense,-123.17621966768836,DEBIT,Utilities,9,0,0,medium
2023-09-12,other expense,-409.0541466521132,DEBIT,Other,9,1,0,large
2023-09-13,salary from company c,2135.4306485301568,CREDIT,Salary,9,2,0,very_large
2023-09-14,purchase at trader joe,-28.975489845729424,DEBIT,Groceries,9,3,0,small
2023-09-15,salary from company c,2847.298479701652,CREDIT,Salary,9,4,0,very_large
2023-09-16,utilities expense,-251.1781837128209,DEBIT,Utilities,9,5,1,large
2023-09-17,monthly rent payment,-398.6874912448365,DEBIT,Rent,9,6,1,large
2023-09-18,other expense,-497.66771435389353,DEBIT,Other,9,0,0,large
2023-09-19,utilities expense,-430.9722807011167,DEBIT,Utilities,9,1,0,large
2023-09-20,salary from company a,5327.403265663292,CREDIT,Salary,9,2,0,very_large
2023-09-21,salary from company b,4012.190801135375,CREDIT,Salary,9,3,0,very_large
2023-09-22,salary from company b,6590.805290687692,CREDIT,Salary,9,4,0,very_large
2023-09-23,shopping expense,-116.41041075792398,DEBIT,Shopping,9,5,1,medium
2023-09-24,monthly rent payment,-74.78729959692915,DEBIT,Rent,9,6,1,medium
2023-09-25,utilities expense,-55.314829630639366,DEBIT,Utilities,9,0,0,medium
2023-09-26,dining expense,-329.6430584636255,DEBIT,Dining,9,1,0,large
2023-09-27,other expense,-227.60797438988675,DEBIT,Other,9,2,0,large
2023-09-28,transportation expense,-492.82513946875264,DEBIT,Transportation,9,3,0,large
2023-09-29,return from mutual funds,417.3629139752921,CREDIT,Investment,9,4,0,large
2023-09-30,monthly rent payment,-255.20677002884486,DEBIT,Rent,9,5,1,large
2023-10-01,purchase at kroger,-437.88446748828534,DEBIT,Groceries,10,6,1,large
2023-10-02,return from mutual funds,517.5504667594585,CREDIT,Investment,10,0,0,large
2023-10-03,investment in mutual funds,-793.6545818651873,DEBIT,Investment,10,1,0,large
2023-10-04,shopping expense,-351.812126778988,DEBIT,Shopping,10,2,0,large
2023-10-05,investment in mutual funds,-840.0013834393203,DEBIT,Investment,10,3,0,large
2023-10-06,return from mutual funds,107.86748420104864,CREDIT,Investment,10,4,0,medium
2023-10-07,shopping expense,-122.47131649320957,DEBIT,Shopping,10,5,1,medium
2023-10-08,transportation expense,-84.10798095181546,DEBIT,Transportation,10,6,1,medium
2023-10-09,shopping expense,-134.358223706857,DEBIT,Shopping,10,0,0,medium
2023-10-10,monthly rent payment,-278.549647479735,DEBIT,Rent,10,1,0,large
2023-10-11,salary from company b,4536.1152514774785,CREDIT,Salary,10,2,0,very_large
2023-10-12,transportation expense,-480.04763707171577,DEBIT,Transportation,10,3,0,large
2023-10-13,purchase at whole foods,-236.07783393747454,DEBIT,Groceries,10,4,0,large
2023-10-14,utilities expense,-364.36364810989903,DEBIT,Utilities,10,5,1,large
2023-10-15,monthly rent payment,-151.8652054353108,DEBIT,Rent,10,6,1,medium
2023-10-16,other expense,-195.6351825639446,DEBIT,Other,10,0,0,medium
2023-10-17,shopping expense,-178.4757149038198,DEBIT,Shopping,10,1,0,medium
2023-10-18,return from stocks,100.69792593675604,CREDIT,Investment,10,2,0,medium
2023-10-19,monthly rent payment,-118.43953115495195,DEBIT,Rent,10,3,0,medium
2023-10-20,purchase at kroger,-259.1469932511085,DEBIT,Groceries,10,4,0,large
2023-10-21,purchase at whole foods,-37.01740941913198,DEBIT,Groceries,10,5,1,small
2023-10-22,other expense,-139.6064828512589,DEBIT,Other,10,6,1,medium
2023-10-23,transportation expense,-255.28423005871358,DEBIT,Transportation,10,0,0,large
2023-10-24,entertainment expense,-198.98277028623207,DEBIT,Entertainment,10,1,0,medium
2023-10-25,purchase at trader joe,-107.1161211411057,DEBIT,Groceries,10,2,0,medium
2023-10-26,salary from company a,7455.558034791507,CREDIT,Salary,10,3,0,very_large
2023-10-27,return from bonds,904.2801644273534,CREDIT,Investment,10,4,0,large
2023-10-28,shopping expense,-126.84008853777412,DEBIT,Shopping,10,5,1,medium
2023-10-29,investment in bonds,-280.0411029862042,DEBIT,Investment,10,6,1,large
2023-10-30,entertainment expense,-90.08508960819074,DEBIT,Entertainment,10,0,0,medium
2023-10-31,salary from company b,3209.9599720373894,CREDIT,Salary,10,1,0,very_large
2023-11-01,purchase at kroger,-83.42901718740629,DEBIT,Groceries,11,2,0,medium
2023-11-02,entertainment expense,-50.245904192436555,DEBIT,Entertainment,11,3,0,medium
2023-11-03,dining expense,-135.13078085709913,DEBIT,Dining,11,4,0,medium
2023-11-04,dining expense,-29.570034625013676,DEBIT,Dining,11,5,1,small
2023-11-05,entertainment expense,-357.55993674984137,DEBIT,Entertainment,11,6,1,large
2023-11-06,purchase at walmart,-335.0599379224773,DEBIT,Groceries,11,0,0,large
2023-11-07,transportation expense,-412.9402037406232,DEBIT,Transportation,11,1,0,large
2023-11-08,other expense,-169.05990565347557,DEBIT,Other,11,2,0,medium
2023-11-09,dining expense,-480.3294070385523,DEBIT,Dining,11,3,0,large
2023-11-10,transportation expense,-431.7503480583296,DEBIT,Transportation,11,4,0,large
2023-11-11,salary from company a,4185.535566376604,CREDIT,Salary,11,5,1,very_large
2023-11-12,transportation expense,-408.557583451272,DEBIT,Transportation,11,6,1,large
2023-11-13,other expense,-111.82714688696953,DEBIT,Other,11,0,0,medium
2023-11-14,salary from company c,6742.346777644679,CREDIT,Salary,11,1,0,very_large
2023-11-15,transportation expense,-412.9869794496708,DEBIT,Transportation,11,2,0,large
2023-11-16,dining expense,-258.6974280164141,DEBIT,Dining,11,3,0,large
2023-11-17,investment in stocks,-856.3253848806082,DEBIT,Investment,11,4,0,large
2023-11-18,other expense,-91.15031789007071,DEBIT,Other,11,5,1,medium
2023-11-19,other expense,-74.95613119470075,DEBIT,Other,11,6,1,medium
2023-11-20,other expense,-47.9021344940763,DEBIT,Other,11,0,0,small
2023-11-21,transportation expense,-248.84462983689482,DEBIT,Transportation,11,1,0,large
2023-11-22,salary from company c,2116.9600856846378,CREDIT,Salary,11,2,0,very_large
2023-11-23,purchase at trader joe,-227.48802652708315,DEBIT,Groceries,11,3,0,large
2023-11-24,salary from company b,7526.726639657052,CREDIT,Salary,11,4,0,very_large
2023-11-25,transportation expense,-281.2238562529878,DEBIT,Transportation,11,5,1,large
2023-11-26,salary from company a,6175.607911624215,CREDIT,Salary,11,6,1,very_large
2023-11-27,dining expense,-158.03952287356782,DEBIT,Dining,11,0,0,medium
2023-11-28,transportation expense,-482.01115089041724,DEBIT,Transportation,11,1,0,large
2023-11-29,monthly rent payment,-47.3565488534246,DEBIT,Rent,11,2,0,small
2023-11-30,transportation expense,-179.5713964262392,DEBIT,Transportation,11,3,0,medium
2023-12-01,investment in bonds,-595.5500187972084,DEBIT,Investment,12,4,0,large
2023-12-02,entertainment expense,-159.5111119475188,DEBIT,Entertainment,12,5,1,medium
2023-12-03,dining expense,-431.7849062012684,DEBIT,Dining,12,6,1,large
2023-12-04,entertainment expense,-35.30641325983163,DEBIT,Entertainment,12,0,0,small
2023-12-05,dining expense,-151.41525659375205,DEBIT,Dining,12,1,0,medium
2023-12-06,purchase at trader joe,-362.8913734027178,DEBIT,Groceries,12,2,0,large
2023-12-07,salary from company a,3013.2132825584213,CREDIT,Salary,12,3,0,very_large
2023-12-08,shopping expense,-185.2017488768883,DEBIT,Shopping,12,4,0,medium
2023-12-09,other expense,-201.79180514000575,DEBIT,Other,12,5,1,large
2023-12-10,other expense,-275.9332987175121,DEBIT,Other,12,6,1,large
2023-12-11,investment in stocks,-175.16169774091733,DEBIT,Investment,12,0,0,medium
2023-12-12,salary from company c,4423.506400484552,CREDIT,Salary,12,1,0,very_large
2023-12-13,shopping expense,-221.01477883862933,DEBIT,Shopping,12,2,0,large
2023-12-14,investment in bonds,-416.03710006290055,DEBIT,Investment,12,3,0,large
2023-12-15,purchase at trader joe,-341.85475717764996,DEBIT,Groceries,12,4,0,large
2023-12-16,transportation expense,-435.2736941628847,DEBIT,Transportation,12,5,1,large
2023-12-17,transportation expense,-189.23948223497484,DEBIT,Transportation,12,6,1,medium
2023-12-18,other expense,-402.1567127930568,DEBIT,Other,12,0,0,large
2023-12-19,investment in bonds,-387.6109202157118,DEBIT,Investment,12,1,0,large
2023-12-20,salary from company b,5363.263746058746,CREDIT,Salary,12,2,0,very_large
2023-12-21,entertainment expense,-142.52197216265617,DEBIT,Entertainment,12,3,0,medium
2023-12-22,purchase at whole foods,-313.9213078649274,DEBIT,Groceries,12,4,0,large
2023-12-23,salary from company b,7617.443387386403,CREDIT,Salary,12,5,1,very_large
2023-12-24,transportation expense,-314.29713675236934,DEBIT,Transportation,12,6,1,large
2023-12-25,transportation expense,-127.10898059112719,DEBIT,Transportation,12,0,0,medium
2023-12-26,purchase at whole foods,-12.916941921806561,DEBIT,Groceries,12,1,0,small
2023-12-27,utilities expense,-246.9769909531649,DEBIT,Utilities,12,2,0,large
2023-12-28,purchase at walmart,-36.46557994517764,DEBIT,Groceries,12,3,0,small
2023-12-29,shopping expense,-189.83932132026004,DEBIT,Shopping,12,4,0,medium
2023-12-30,utilities expense,-58.46829234494328,DEBIT,Utilities,12,5,1,medium
2023-12-31,utilities expense,-250.54209508174645,DEBIT,Utilities,12,6,1,large
2023-01-01,transportation expense,-112.69956940732352,DEBIT,Transportation,1,6,1,medium
2023-01-02,dining expense,-58.95754158616368,DEBIT,Dining,1,0,0,medium
2023-01-03,other expense,-78.9212046348641,DEBIT,Other,1,1,0,medium
2023-01-04,salary from company c,3329.327453394084,CREDIT,Salary,1,2,0,very_large
2023-01-05,entertainment expense,-28.173475490811224,DEBIT,Entertainment,1,3,0,small
2023-01-06,salary from company b,5628.273618380862,CREDIT,Salary,1,4,0,very_large
2023-01-07,shopping expense,-493.47553273163106,DEBIT,Shopping,1,5,1,large
2023-01-08,transportation expense,-354.81376792801905,DEBIT,Transportation,1,6,1,large
2023-01-09,monthly rent payment,-418.31448736935374,DEBIT,Rent,1,0,0,large
2023-01-10,return from mutual funds,153.61524385948593,CREDIT,Investment,1,1,0,medium
2023-01-11,investment in bonds,-790.0518683694849,DEBIT,Investment,1,2,0,large
2023-01-12,salary from company a,6395.27203368193,CREDIT,Salary,1,3,0,very_large
2023-01-13,entertainment expense,-55.31817620909067,DEBIT,Entertainment,1,4,0,medium
2023-01-14,salary from company b,6693.398343274294,CREDIT,Salary,1,5,1,very_large
2023-01-15,monthly rent payment,-111.5209917622183,DEBIT,Rent,1,6,1,medium
2023-01-16,utilities expense,-60.81128314061488,DEBIT,Utilities,1,0,0,medium
2023-01-17,entertainment expense,-266.36378104403934,DEBIT,Entertainment,1,1,0,large
2023-01-18,other expense,-160.22692867972043,DEBIT,Other,1,2,0,medium
2023-01-19,investment in mutual funds,-241.29490901528982,DEBIT,Investment,1,3,0,large
2023-01-20,monthly rent payment,-414.3096530973712,DEBIT,Rent,1,4,0,large
2023-01-21,monthly rent payment,-349.8510705760762,DEBIT,Rent,1,5,1,large
2023-01-22,return from bonds,900.7816454365898,CREDIT,Investment,1,6,1,large
2023-01-23,return from bonds,452.4368178224258,CREDIT,Investment,1,0,0,large
2023-01-24,shopping expense,-122.35210050800566,DEBIT,Shopping,1,1,0,medium
2023-01-25,return from bonds,347.7465325595464,CREDIT,Investment,1,2,0,large
2023-01-26,return from mutual funds,360.61905642194273,CREDIT,Investment,1,3,0,large
2023-01-27,shopping expense,-300.5004689000301,DEBIT,Shopping,1,4,0,large
2023-01-28,salary from company c,5791.702853173644,CREDIT,Salary,1,5,1,very_large
2023-01-29,monthly rent payment,-447.48297343674983,DEBIT,Rent,1,6,1,large
2023-01-30,utilities expense,-421.9111562652405,DEBIT,Utilities,1,0,0,large
2023-01-31,salary from company b,5814.9399288382865,CREDIT,Salary,1,1,0,very_large
2023-02-01,utilities expense,-356.14163993297973,DEBIT,Utilities,2,2,0,large
2023-02-02,return from mutual funds,930.7818504459995,CREDIT,Investment,2,3,0,large
2023-02-03,shopping expense,-80.53777879202677,DEBIT,Shopping,2,4,0,medium
2023-02-04,purchase at trader joe,-309.16308223496145,DEBIT,Groceries,2,5,1,large
2023-02-05,return from stocks,916.1527034816507,CREDIT,Investment,2,6,1,large
2023-02-06,monthly rent payment,-452.42206028893077,DEBIT,Rent,2,0,0,large
